 ALMAX  ALMAY S850  SourceS500 z  TargetID  HerschelX HerschelY S500 TargetFlag 
-1.5790608  0.8534408  15.91  67.97 0.731191 10072  -1.5788889  0.8533333  77.25 1
-1.8723445  0.9680123  14.33  84.65 0.018914 10076  -1.8722222  0.9677778  78.40 1
 1.7639830  0.4566787  17.39  84.87 0.347356 10062   1.7633333  0.4566667  79.19 1
-0.7228834 -1.6796691   1.04   4.96 0.689481 10017  -0.7233333 -1.6800000  80.15 1
-0.7228988 -1.6797051  16.53  74.45 0.689481 10017  -0.7233333 -1.6800000  80.15 0
-0.7234099 -1.6822462   2.70   5.86 3.072136 10017  -0.7233333 -1.6800000  80.15 0
 1.4314744 -1.7015344  15.63  66.17 1.190236 10015   1.4311111 -1.7022222  81.05 1
 1.9968020 -1.2241616  15.00  88.37 0.099115 10023   1.9966667 -1.2244444  83.44 1
-0.6031290  1.1476117  17.05  81.78 0.152757 10080  -0.6033333  1.1477778  83.95 1
-1.7107342 -1.7081181  17.39  89.36 0.244197 10014  -1.7111111 -1.7088889  86.18 1
-0.8425514  1.9052860   1.52   3.14 2.811889 10099  -0.8444444  1.9055556  89.35 1
-0.8437845  1.9045305   2.22   5.33 3.950984 10099  -0.8444444  1.9055556  89.35 0
-0.8448611  1.9051453  14.47  81.45 0.148597 10099  -0.8444444  1.9055556  89.35 0
-1.5618638  0.2648291  18.75  93.38 0.096400 10055  -1.5622222  0.2644444  94.04 1
 1.2150533 -1.3267912   1.92   4.37 3.617379 10021   1.2155556 -1.3244444  99.09 1
 1.2148156 -1.3243980  14.92  73.21 0.204281 10021   1.2155556 -1.3244444  99.09 0
 1.2170383 -1.3241343  10.05  26.93 2.565657 10021   1.2155556 -1.3244444  99.09 0
-0.2383073  1.6156985  22.33 107.47 0.204065 10090  -0.2388889  1.6155556 100.96 1
 0.3034909 -1.4996021  20.99 104.82 0.199809 10020   0.3033333 -1.5000000 102.05 1
-1.4165589  1.6181741  22.30 110.44 0.359918 10091  -1.4166667  1.6177778 107.11 1
 0.7461572  2.3891439  23.17 104.14 0.604552 10105   0.7455556  2.3888889 108.47 1
 0.6060311 -0.8335238  15.09  88.62 0.068969 10030   0.6055556 -0.8333333 109.20 1
 0.6041392 -0.8340017   4.02   9.96 2.324892 10030   0.6055556 -0.8333333 109.20 0
-1.3187894  0.8295222  18.06 111.60 0.083758 10071  -1.3188889  0.8288889 111.48 1
-1.3172568  0.8287324   1.26   4.63 1.750061 10071  -1.3188889  0.8288889 111.48 0
 1.0766652 -1.0510998  22.63 106.86 0.341952 10027   1.0766667 -1.0511111 113.48 1
 0.4054732  2.3100467  19.41 121.10 0.061881 10103   0.4055556  2.3100000 115.65 1
-0.3477447 -0.5373457  23.94 124.01 0.172567 10035  -0.3477778 -0.5377778 120.42 1
 1.9678959  1.1894745  27.03 133.21 0.139580 10082   1.9677778  1.1888889 122.43 1
 1.5620657 -0.3057672  26.25 126.75 0.124821 10040   1.5611111 -0.3055556 122.92 1
-0.1043403  1.5295073   1.74   4.21 3.839518 10086  -0.1033333  1.5288889 145.53 1
-0.1036092  1.5295892  24.77 143.22 0.023707 10086  -0.1033333  1.5288889 145.53 0
 1.4463862  1.6725847  25.46 156.26 0.043420 10093   1.4466667  1.6722222 153.96 1
 1.4470478  1.6743159   3.29   6.66 3.934818 10093   1.4466667  1.6722222 153.96 0
-0.8152603  0.8602072   4.04   9.30 2.947385 10073  -0.8166667  0.8588889 163.14 1
-0.8164825  0.8592849  30.27 160.01 0.068498 10073  -0.8166667  0.8588889 163.14 0
 1.5396823  0.0018875  34.73 176.80 0.139517 10046   1.5400000  0.0011111 169.59 1
-1.3061190  1.0366279  34.42 205.63 0.025631 10079  -1.3066667  1.0366667 206.79 1
-1.4663657 -0.8710896   1.26   4.53 2.460104 10029  -1.4655556 -0.8733333 220.18 1
-1.4656044 -0.8735073  35.39 209.71 0.042732 10029  -1.4655556 -0.8733333 220.18 0
-0.3600768  1.9038880  49.56 255.61 0.083694 10098  -0.3600000  1.9033333 260.43 1
-0.3586590  1.9054339   3.01   9.37 1.988832 10098  -0.3600000  1.9033333 260.43 0
-1.0380776 -1.7486315  49.11 283.65 0.048930 10011  -1.0377778 -1.7488889 282.51 1
 1.6610645 -1.1069416  63.37 333.06 0.059463 10026   1.6611111 -1.1066667 326.40 1
 0.7366328 -0.6010900  75.98 378.27 0.051245 10033   0.7366667 -0.6011111 375.69 1
-0.1834254  1.1478770 156.07 926.33 0.023793 10081  -0.1833333  1.1477778 922.67 1
-0.1982046 -1.8603921  12.46  54.06 0.657252 20005  -0.1988889 -1.8611111  50.37 1
-0.4318654  0.4436467  12.23  55.77 0.630495 20066  -0.4322222  0.4433333  50.44 1
-0.1184967 -0.8053213   3.84  11.24 2.443220 20034  -0.1188889 -0.8033333  50.53 1
-0.1178887 -0.8013517  11.11  37.79 1.530424 20034  -0.1188889 -0.8033333  50.53 0
-0.1208262 -0.8044930   1.31   3.33 2.808438 20034  -0.1188889 -0.8033333  50.53 0
-1.5743426 -1.4452717  11.37  39.03 1.634013 20015  -1.5744444 -1.4455556  50.58 1
-1.5752435 -1.4440089   2.20   6.34 2.715661 20015  -1.5744444 -1.4455556  50.58 0
-2.3632002  0.4927124  13.09  48.16 1.146945 20070  -2.3633333  0.4933333  50.70 1
 1.1752365  1.6619860   4.74  18.64 1.148820 20094   1.1755556  1.6622222  51.07 1
 1.1757358  1.6615725   5.49  33.51 0.100009 20094   1.1755556  1.6622222  51.07 0
-0.7180835  2.4006572   5.84  21.46 1.394134 20107  -0.7166667  2.4011111  51.14 1
-0.7162947  2.4022329   6.83  30.72 0.603033 20107  -0.7166667  2.4011111  51.14 0
-1.7130163 -0.3030260  10.26  36.52 1.445704 20050  -1.7133333 -0.3033333  51.19 1
-1.7124227 -0.3030994   1.48   2.93 3.153244 20050  -1.7133333 -0.3033333  51.19 0
-0.3133979 -0.1028763  13.90  58.44 0.871488 20055  -0.3133333 -0.1033333  51.37 1
 2.3670106  0.4562518  11.58  52.05 0.674101 20067   2.3666667  0.4555556  51.48 1
-1.7830559  0.4624753  14.55  49.96 1.693044 20068  -1.7833333  0.4622222  51.49 1
-0.0889592 -0.6489360  14.14  55.83 1.079570 20040  -0.0888889 -0.6488889  51.50 1
-1.0800896 -0.9621235  11.64  50.88 0.870723 20029  -1.0800000 -0.9622222  51.59 1
 1.9139127 -1.3861879  13.99  52.28 1.386016 20017   1.9133333 -1.3866667  51.83 1
-0.7644121 -1.7296314  14.29  56.32 1.137797 20008  -0.7644444 -1.7288889  52.66 1
 0.1411519  1.4589514   9.66  57.59 0.108834 20090   0.1411111  1.4588889  52.76 1
 0.5091940 -2.0724075  12.18  54.38 0.704280 20002   0.5100000 -2.0733333  53.10 1
 1.6567795 -0.4354654  14.39  54.24 1.296375 20045   1.6566667 -0.4355556  53.46 1
 1.9727144 -1.4660040  11.87  54.99 0.504545 20014   1.9722222 -1.4655556  53.47 1
 1.2006799  0.9760140   9.69  37.87 1.032919 20079   1.2000000  0.9766667  53.52 1
 1.5151811  1.7447599   1.23   2.32 4.322304 20096   1.5133333  1.7444444  53.77 1
 1.5143142  1.7458626   6.70  39.70 0.094822 20096   1.5133333  1.7444444  53.77 0
 2.2857521 -0.3141289  10.15  58.28 0.044254 20049   2.2855556 -0.3144444  53.79 1
 0.4959272  0.4225189  10.75  47.42 0.737470 20065   0.4955556  0.4222222  53.95 1
-1.0225767  1.3784430   2.96  10.74 1.183493 20088  -1.0233333  1.3788889  54.06 1
-1.0230381  1.3783578   8.58  36.33 1.058596 20088  -1.0233333  1.3788889  54.06 0
-1.0236036  1.3786503   1.79   7.15 1.167619 20088  -1.0233333  1.3788889  54.06 0
-1.8786485  0.2295751  10.41  61.52 0.037525 20060  -1.8788889  0.2288889  54.42 1
 0.0699702 -1.1623198  13.32  59.51 0.804118 20021   0.0700000 -1.1622222  54.92 1
 0.8392529  1.4002427  18.58  55.39 2.635876 20089   0.8388889  1.4000000  55.46 1
 1.1410949 -0.2689660   1.05   2.67 2.414914 20051   1.1422222 -0.2677778  55.68 1
 1.1442221 -0.2678612   8.94  40.23 0.493129 20051   1.1422222 -0.2677778  55.68 0
 2.1458216 -1.0973873  10.42  61.17 0.073242 20025   2.1455556 -1.0977778  56.27 1
 1.6247293  1.2989208   2.43   9.09 1.810189 20084   1.6266667  1.3000000  56.39 1
 1.6278430  1.3002836  12.58  49.81 1.298068 20084   1.6266667  1.3000000  56.39 0
 0.0634643  2.4220953  10.83  51.26 0.366768 20108   0.0633333  2.4211111  56.48 1
-0.6436927 -0.1234672   2.10  10.18 0.641609 20054  -0.6433333 -0.1244444  56.54 1
-0.6428518 -0.1249084   5.69  18.04 1.654516 20054  -0.6433333 -0.1244444  56.54 0
-0.6419263 -0.1246215   7.43  31.60 1.219041 20054  -0.6433333 -0.1244444  56.54 0
 0.0584770  0.1140849  10.83  60.50 0.195188 20059   0.0588889  0.1133333  56.65 1
 0.9406125 -1.5195217  12.64  63.35 0.349551 20011   0.9411111 -1.5200000  56.69 1
 1.6586679 -1.5582479   1.63   4.19 2.998296 20010   1.6600000 -1.5600000  56.77 1
 1.6593747 -1.5599723  10.37  35.59 1.702241 20010   1.6600000 -1.5600000  56.77 0
 0.0167334 -0.7827991   9.26  54.08 0.114286 20037   0.0166667 -0.7822222  56.96 1
-2.1743994 -1.2526970   5.44  11.35 3.047039 20019  -2.1755556 -1.2544444  57.05 1
-2.1751952 -1.2546643   9.10  53.52 0.133712 20019  -2.1755556 -1.2544444  57.05 0
-2.0043311 -0.0026210  14.18  57.05 1.299686 20057  -2.0044444 -0.0033333  57.23 1
-0.6242207  1.4903009   3.35  17.45 0.410678 20092  -0.6233333  1.4900000  57.58 1
-0.6216618  1.4891719   6.75  23.61 1.730939 20092  -0.6233333  1.4900000  57.58 0
-0.6247382  1.4909300   4.13  16.66 1.132535 20092  -0.6233333  1.4900000  57.58 0
-0.1498410  1.8714103  13.16  56.58 0.723114 20102  -0.1500000  1.8711111  57.79 1
-0.5977434 -1.4926815  13.48  61.81 0.363817 20013  -0.5977778 -1.4933333  58.07 1
-0.3865260 -0.4187267  11.01  50.66 0.512832 20046  -0.3866667 -0.4188889  58.42 1
 1.2879033  1.7729062   8.36  32.66 1.178830 20097   1.2866667  1.7744444  58.43 1
 1.2861468  1.7724911   2.39   9.71 1.020500 20097   1.2866667  1.7744444  58.43 0
 1.5647860  1.3453619   1.92   4.87 3.783267 20087   1.5655556  1.3466667  58.64 1
 1.5656691  1.3473971   8.59  34.92 0.725363 20087   1.5655556  1.3466667  58.64 0
 1.5657469  1.3469800   5.18  17.14 2.167264 20087   1.5655556  1.3466667  58.64 0
 1.7909372 -1.5030102   1.41   6.05 0.941869 20012   1.7922222 -1.5044444  58.70 1
 1.7922709 -1.5047269   9.55  48.32 0.228238 20012   1.7922222 -1.5044444  58.70 0
 1.7929763 -1.5041732   2.64   6.83 3.348561 20012   1.7922222 -1.5044444  58.70 0
-1.0201828  0.4743712   2.61  10.50 1.847847 20069  -1.0211111  0.4766667  58.79 1
-1.0201440  0.4778760  10.44  46.61 0.573207 20069  -1.0211111  0.4766667  58.79 0
 1.6540496  1.4699016   7.07  24.27 2.262991 20091   1.6544444  1.4677778  59.96 1
 1.6541077  1.4661157   9.12  42.39 0.312534 20091   1.6544444  1.4677778  59.96 0
 0.1745049  2.2346694  14.60  68.01 0.419172 20105   0.1744444  2.2344444  60.50 1
-0.6886026 -0.4516331  12.10  59.07 0.272391 20043  -0.6888889 -0.4522222  60.51 1
-0.0937349  2.4768836  11.66  54.83 0.532346 20109  -0.0944444  2.4766667  61.13 1
 1.5076389  0.9843795  14.21  66.04 0.317392 20080   1.5066667  0.9844444  62.20 1
 1.9129764 -0.7847169  12.10  51.54 0.702479 20036   1.9122222 -0.7844444  62.57 1
 0.9898093 -2.2563531  15.72  63.15 0.971307 20000   0.9900000 -2.2566667  62.96 1
 0.3032479  1.3314127  11.52  57.54 0.295655 20085   0.3022222  1.3311111  64.40 1
 0.3018152  1.3289603   1.54   3.69 3.668419 20085   0.3022222  1.3311111  64.40 0
-0.1560000 -1.0047901  11.89  69.93 0.110937 20027  -0.1566667 -1.0044444  65.05 1
-0.9750500  1.5830393  12.24  72.32 0.094975 20093  -0.9755556  1.5833333  65.43 1
-0.1716566  2.3233700  10.56  63.73 0.091021 20106  -0.1711111  2.3233333  65.60 1
-0.1725227  2.3249996   1.30   3.66 2.041503 20106  -0.1711111  2.3233333  65.60 0
-1.8392322  1.3377891  13.24  61.31 0.538157 20086  -1.8400000  1.3377778  65.67 1
-0.4863425 -2.0436039   9.81  56.66 0.097930 20003  -0.4866667 -2.0433333  66.00 1
 1.5172441  1.0557262  13.24  66.61 0.358500 20081   1.5166667  1.0555556  66.04 1
-0.8837622  0.2725122  15.68  63.35 1.002361 20061  -0.8844444  0.2722222  66.40 1
 0.6488947  1.2966466  18.02  72.24 0.923584 20083   0.6488889  1.2966667  67.58 1
 0.1678534  0.0092191  14.34  71.15 0.254661 20058   0.1677778  0.0088889  68.63 1
 0.8797113 -1.7973529  10.09  32.38 2.429851 20006   0.8811111 -1.7988889  68.69 1
 0.8826218 -1.7983615   4.98  13.24 2.707773 20006   0.8811111 -1.7988889  68.69 0
 1.7171676  1.7810043   3.32   6.27 4.113345 20098   1.7177778  1.7811111  68.84 1
 1.7171090  1.7810794   2.13   3.62 4.113354 20098   1.7177778  1.7811111  68.84 0
 1.7178211  1.7805600  14.37  55.39 1.271908 20098   1.7177778  1.7811111  68.84 0
-0.5475093 -0.7979055  12.52  73.30 0.027966 20035  -0.5477778 -0.7977778  69.20 1
-2.1389942 -1.0985469  14.64  67.00 0.569193 20023  -2.1400000 -1.0988889  69.35 1
 0.0984896 -1.4004911  12.52  59.55 0.396373 20016   0.0977778 -1.4000000  69.74 1
-0.6147021  0.3706898  15.15  74.69 0.182012 20064  -0.6144444  0.3711111  69.95 1
 0.0936045  0.2777464  15.59  74.20 0.378360 20062   0.0933333  0.2777778  71.07 1
-1.2805053 -1.1335647  13.85  68.89 0.260157 20022  -1.2811111 -1.1344444  71.10 1
-0.5659717  0.8003420  14.37  71.69 0.217493 20074  -0.5655556  0.8000000  72.35 1
 1.0674959  1.7957648   1.39   6.11 0.888506 20099   1.0688889  1.7944444  73.68 1
 1.0694201  1.7943089  10.64  62.06 0.111831 20099   1.0688889  1.7944444  73.68 0
-0.1971465  1.9831282  15.63  69.50 0.659125 20103  -0.1966667  1.9822222  74.54 1
-1.9856679 -0.5712366  13.43  77.46 0.179280 20042  -1.9855556 -0.5711111  74.74 1
-1.9848650 -0.5705014   2.78   7.15 3.116071 20042  -1.9855556 -0.5711111  74.74 0
 0.0664862  1.8363316  16.76  79.45 0.444842 20100   0.0666667  1.8366667  74.98 1
-1.2091287 -1.5703641  16.38  74.06 0.670742 20009  -1.2100000 -1.5711111  75.44 1
-2.1074533  0.8143504  10.62  62.97 0.051652 20075  -2.1077778  0.8133333  75.86 1
-2.1088512  0.8116266   2.17   5.09 3.243112 20075  -2.1077778  0.8133333  75.86 0
 0.3042719 -0.3268430  15.98  76.04 0.364506 20048   0.3044444 -0.3277778  76.17 1
 0.2704814  0.9703338  11.80  66.99 0.199278 20078   0.2700000  0.9700000  76.39 1
 1.0107701  0.3397292   1.32   3.89 1.947747 20063   1.0122222  0.3411111  77.95 1
 1.0119315  0.3414185  15.90  76.61 0.249021 20063   1.0122222  0.3411111  77.95 0
 0.6716183  0.6319290  14.81  60.79 1.090202 20072   0.6711111  0.6311111  79.31 1
 1.1509254 -0.8216555  14.60  84.14 0.127760 20033   1.1511111 -0.8222222  80.47 1
 0.6869549  1.8644812  16.61  83.75 0.200330 20101   0.6866667  1.8644444  85.50 1
 0.5457082  1.7340037  15.46  90.59 0.096886 20095   0.5455556  1.7344444  86.43 1
 2.1018331 -0.1715111  17.08  94.91 0.024380 20052   2.1022222 -0.1722222  88.85 1
 1.6044250  0.6905745  16.31  78.57 0.238900 20073   1.6033333  0.6911111  90.64 1
-1.6261204 -0.6326082  15.85  96.97 0.049205 20041  -1.6266667 -0.6333333  91.15 1
-1.8467683 -0.4452519  20.86  99.54 0.461624 20044  -1.8466667 -0.4455556  95.09 1
-1.4783367  0.6077390  16.13  94.07 0.135354 20071  -1.4788889  0.6077778  95.98 1
 0.8757189 -0.9715042  17.72 107.05 0.084912 20028   0.8755556 -0.9722222  97.83 1
 0.1728691 -1.8762285  21.17 102.27 0.306962 20004   0.1722222 -1.8766667 101.96 1
-1.8311605 -1.2327144  21.61 105.79 0.186314 20020  -1.8311111 -1.2322222 105.36 1
 1.3174715 -1.0332782  22.57 114.08 0.300787 20026   1.3177778 -1.0333333 113.25 1
 1.3196998 -1.0344257   2.21   3.93 4.265307 20026   1.3177778 -1.0333333 113.25 0
-0.9028894 -0.8741192  19.52 114.00 0.088621 20031  -0.9033333 -0.8744444 115.69 1
 2.1883483  0.9067490  25.43 123.37 0.402836 20077   2.1888889  0.9066667 120.43 1
 1.0186009  2.1469502  25.77 128.98 0.217720 20104   1.0188889  2.1466667 128.56 1
-2.2118814 -0.8326278  20.17 116.72 0.089231 20032  -2.2122222 -0.8322222 131.39 1
 1.9245598 -0.1292337  24.92 120.63 0.338048 20053   1.9244444 -0.1288889 132.34 1
 2.4343686 -0.0422948  22.62 134.59 0.054451 20056   2.4344444 -0.0422222 141.73 1
-0.7292412 -2.1595087  29.11 147.22 0.194537 20001  -0.7300000 -2.1600000 144.76 1
 1.6434374 -0.7592195  25.28 148.66 0.084150 20038   1.6433333 -0.7588889 144.81 1
-0.5615785 -1.3080226  26.01 149.57 0.103381 20018  -0.5611111 -1.3077778 157.90 1
-0.5922092 -0.9080808  39.21 199.07 0.130559 20030  -0.5922222 -0.9077778 194.37 1
-1.8409300 -1.0988494  36.33 202.93 0.027068 20024  -1.8411111 -1.0988889 202.64 1
-0.0412345 -0.7426509  41.71 241.56 0.003184 20039  -0.0411111 -0.7433333 232.09 1
 0.4170988  0.8499828  93.86 461.74 0.045849 20076   0.4166667  0.8500000 456.79 1
