iauname ra dec shortname f250 f350 f500
HATLASJ141351.9-000026      213.466607000       -0.007454000 HATLASJ141351.9-000026         189.516000000         240.188000000         200.390000000       
HATLASJ144714.6-012114      221.811169000       -1.353963000 HATLASJ144714.6-012114         176.911000000         156.501000000          97.265000000       
HATLASJ141955.5-003449      214.981427000       -0.580286000 HATLASJ141955.5-003449         169.952000000         152.588000000          86.098000000       
HATLASJ142318.3+013914      215.826540000        1.654074000 HATLASJ142318.3+013914         154.491000000         129.569000000          83.511000000       
HATLASJ143607.6-005442      219.031971000       -0.911933000 HATLASJ143607.6-005442         152.859000000         142.226000000          87.868000000       
HATLASJ140827.9+014208      212.116369000        1.702444000 HATLASJ140827.9+014208         147.356000000         128.022000000          82.098000000       
HATLASJ142751.0+004233      216.962687000        0.709264000 HATLASJ142751.0+004233         109.207000000         124.454000000          90.388000000       
HATLASJ141103.9+022722      212.766478000        2.456288000 HATLASJ141103.9+022722         137.294000000         123.424000000          85.370000000       
HATLASJ144556.1-004853      221.483762000       -0.814805000 HATLASJ144556.1-004853         141.222000000         157.126000000         129.787000000       
HATLASJ142706.5+002257      216.777294000        0.382667000 HATLASJ142706.5+002257         137.130000000         136.728000000          96.342000000       
HATLASJ144243.4+015505      220.680981000        1.918294000 HATLASJ144243.4+015505         121.560000000         144.896000000          92.067000000       
HATLASJ142003.7+014044      215.015719000        1.679093000 HATLASJ142003.7+014044         124.612000000         125.222000000          87.400000000       
HATLASJ144501.6+004131      221.256812000        0.691980000 HATLASJ144501.6+004131         119.316000000         108.499000000          85.643000000       
HATLASJ143328.3+020811      218.368301000        2.136422000 HATLASJ143328.3+020811         124.733000000         118.896000000          81.386000000       
HATLASJ144948.3+020855      222.451254000        2.148794000 HATLASJ144948.3+020855         113.265000000         111.966000000          88.557000000       
HATLASJ140223.0+010213      210.596012000        1.037151000 HATLASJ140223.0+010213         114.521000000         129.909000000          83.354000000       
HATLASJ142413.9+022303      216.058237000        2.384340000 HATLASJ142413.9+022303         115.033000000         191.746000000         203.395000000       
HATLASJ140437.0+010117      211.154327000        1.021561000 HATLASJ140437.0+010117         104.956000000         119.873000000          86.550000000       
